Date,Issuer,Symbol, Managers,OfferPrice,OpeningPrice,DayClose,ChangeDay,ChangeOpening,ChangeClose,StarRatings
2006/3/5,Aries Maritime Transportation  ,RAMS,Jefferies/Credit Suisse First Boston,$12.50 ,$12.54 ,$12.97 ,3.75%,$0.04 ,$0.47 ,2
2006/8/5,LHC Group ,LHCG,Jefferies/Legg Mason Wood Walker,$14.00 ,$15.50 ,$17.10 ,22.14%,$1.50 ,$3.10 ,2
2006/9/5,Rackable Systems ,RACK,Thomas Weisel Partners,$12.00 ,$12.26 ,$12.20 ,1.67%,$0.26 ,$0.20 ,2
6/13/05,Premium Standard Farms,PORK,Morgan Stanley,$12.50 ,$12.50 ,$12.50 ,0.00%,$0.00 ,$0.00 ,1
6/15/05,Gentium S.p.A. ,GNT,Maxim Group/I-Bankers,$9.00 ,$8.50 ,$8.90 ,-1.11%,($0.50),($0.10),1
6/15/05,ev3 ,EVVV,Piper Jaffray/Banc of America,$14.00 ,$13.50 ,$14.15 ,1.07%,($0.50),$0.15 ,1
6/15/05,Micrus Endovascular ,MEND,AG Edwards/Needham,$11.00 ,$11.06 ,$11.01 ,0.09%,$0.06 ,$0.01 ,1
6/20/05,Inergy Holdings LP ,NRGP,Lehman Brothers/AG Edwards,$22.50 ,$27.50 ,$27.83 ,23.69%,$5.00 ,$5.33 ,3
6/21/05,Builders FirstSources,BLDR,UBS Investment Bank/Deutsche Bank,$16.00 ,$16.52 ,$15.44 ,-3.50%,$0.52 ,($0.56),3
6/21/05,Allion Healthcare ,ALLI,Thomas Weisel Partners,$13.00 ,$14.00 ,$16.50 ,26.92%,$1.00 ,$3.50 ,2
6/22/05,Lincoln Educational Services ,LINC,Merrill Lynch,$20.00 ,$20.03 ,$20.17 ,0.85%,$0.03 ,$0.17 ,3
6/22/05,Eagle Bulk Shipping ,EGLE,UBS Investment Bank/Bear Stearns/Citigroup,$14.00 ,$14.00 ,$13.50 ,-3.57%,$0.00 ,($0.50),1
6/23/05,KKR Financial ,KFN,Citigroup,$24.00 ,$24.75 ,$24.50 ,2.08%,$0.75 ,$0.50 ,2
6/23/05,Kenexa ,KNXA,SG Cowen,$12.00 ,$12.06 ,$12.05 ,0.42%,$0.06 ,$0.05 ,1
6/24/05,TBS International ,TBSI,Merrill Lynch/Jefferies,$10.00 ,$10.00 ,$10.50 ,5.00%,$0.00 ,$0.50 ,1
6/28/05,TAC Acquisition ,TACAU,Wedbush Morgan,$6.00 ,$6.15 ,$6.01 ,0.17%,$0.15 ,$0.01 ,1
6/28/05,Deerfield Triarc Capital ,DFR,Credit Suisse First Boston/Merrill Lynch/UBS Investment Bank/Deutsche Bank,$16.00 ,$16.00 ,$16.00 ,0.00%,$0.00 ,$0.00 ,1
6/28/05,Columbia Equity Trust ,COE,Wachovia/Robert W. Baird,$15.00 ,$15.50 ,$15.40 ,2.67%,$0.50 ,$0.40 ,1
6/28/05,HemoSense ,HEM,Lazard Capital Markets/WR Hambrecht,$5.50 ,$5.50 ,$5.52 ,0.36%,$0.00 ,$0.02 ,1
6/28/05,DSW ,DSW,Lehman Brothers,$19.00 ,$24.00 ,$24.10 ,26.84%,$5.00 ,$5.10 ,2
6/28/05,NeuStar ,NSR,Morgan Stanley/Credit Siusse First Boston/JP Morgan,$22.00 ,$25.00 ,$26.00 ,18.18%,$3.00 ,$4.00 ,2
6/29/05,Silicon Motion Technology ,SIMO,Deutsche Bank Securities,$10.50 ,$10.60 ,$10.50 ,0.00%,$0.10 ,$0.00 ,2
6/29/05,Services Acquisition Corp. International,SVIU,Broadband Capital Management,$8.00 ,$8.05 ,$8.00 ,0.00%,$0.05 ,$0.00 ,1
6/29/05,Volcom ,VLCM,Wachovia Securities/D.A. Davidson,$19.00 ,$26.01 ,$26.77 ,40.89%,$7.01 ,$7.77 ,3
6/29/05,Western Allaince Bancorporations ,WAL,Sandler O'Neill/Keefe Bruyette & Woods,$22.00 ,$26.75 ,$25.40 ,15.45%,$4.75 ,$3.40 ,3
6/30/05,Courtside Acquisition ,CRBU,EarlyBirdCaptial/ThinkEquity Partners,$6.00 ,$5.85 ,$6.00 ,0.00%,($0.15),$0.00 ,1
2007/7/5,Medical Properties Trust ,MPW,Friedman Billings Ramsey/JP Morgan,$10.50 ,$10.50 ,$11.00 ,4.76%,$0.00 ,$0.50 ,1
2007/12/5,Focus Media Holding Limited ,FMCN,Goldman Sachs/Credit Suisse First Boston,$17.00 ,$18.75 ,$20.20 ,18.82%,$1.75 ,$3.20 ,2
7/13/05,CryoCor ,CRYO,W.R. Hambrecht+Co,$11.00 ,$11.07 ,$10.87 ,-1.18%,$0.07 ,($0.13),1
7/13/05,JER Investors Trust ,JRT,Friedman Billings Ramsey/Banc of America,$17.50 ,$18.40 ,$18.30 ,4.57%,$0.90 ,$0.80 ,1
7/14/05,Fortress America Acquisition ,FAACU,Sunrise Securities,$6.00 ,$6.00 ,$6.00 ,0.00%,$0.00 ,$0.00 ,1
7/14/05,Israel Technonlgy Acquisition ,ISLTU,EarlyBirdCapital,$6.00 ,$6.05 ,$5.80 ,-3.33%,$0.05 ,($0.20),1
7/14/05,Oakmont Acquisition ,OMACU,Morgan Joseph/Wells Fargo,$6.00 ,$6.00 ,$6.00 ,0.00%,$0.00 ,$0.00 ,1
7/14/05,Quintana Maritine ,QMAR,Citigroup/Morgan Stanley,$11.50 ,$11.00 ,$11.26 ,-2.09%,($0.50),($0.24),1
7/15/05,Juniper Partners Acquisition,JNPPU,HCFP/Brenner Securities/Brean Murray,$10.50 ,$10.50 ,$10.40 ,-0.95%,$0.00 ,($0.10),1
7/15/05,Juniper Partners Acquisition,JNPPZ,HCFP/Brenner Securities/Brean Murray,$10.10 ,$10.10 ,$10.05 ,-0.50%,$0.00 ,($0.05),1
7/20/05,Adams Respiratory Therapeutics ,ARXT,Merrill Lynch/Morgan Stanley,$17.00 ,$21.50 ,$25.75 ,51.47%,$4.50 ,$8.75 ,3
7/20/05,Diamond Foods ,DMND,Merrill Lynch,$17.00 ,$20.70 ,$21.05 ,23.82%,$3.70 ,$4.05 ,3
7/21/05,Consolidated Communications Illinois ,CNSL,Credit Suisse First Boston,$13.00 ,$13.00 ,$13.79 ,6.08%,$0.00 ,$0.79 ,1
7/21/05,Genco Shipping & Trading ,GSTL,Jefferies/Morgan Stanley,$21.00 ,$21.00 ,$20.87 ,-0.62%,$0.00 ,($0.13),1
7/21/05,Hittite Microwave ,HITT,Lehman Brothers,$17.00 ,$20.77 ,$19.45 ,14.41%,$3.77 ,$2.45 ,3
7/21/05,Maidenform Brands ,MFB,UBS Investment Bank/Credit Suisse First Boston,$17.00 ,$20.50 ,$19.85 ,16.76%,$3.50 ,$2.85 ,2
7/25/05,ITC Holdings ,ITC,Lehman Brothers/Credit Suisse First Boston/Morgan Stanley,$23.00 ,$27.00 ,$26.40 ,14.78%,$4.00 ,$3.40 ,2
7/26/05,Pike Electric ,PEC,Citigroup/JP Morgan,$14.00 ,$14.22 ,$14.36 ,2.57%,$0.22 ,$0.36 ,2
7/27/05,Alon USA Energy ,ALJ,Credit Suisse First Boston/Deutsche Bank,$16.00 ,$18.00 ,$17.25 ,7.81%,$2.00 ,$1.25 ,3
7/28/05,Patriot Capital Funding ,PCAP,AG Edwards,$14.00 ,$14.75 ,$14.05 ,0.36%,$0.75 ,$0.05 ,1
7/28/05,Golf Galaxy ,GGXY,Piper Jaffray/William Blair,$14.00 ,$17.05 ,$18.61 ,32.93%,$3.05 ,$4.61 ,2
7/28/05,Superior Well Services ,SWSI,KeyBanc Capital Markets,$13.00 ,$16.25 ,$18.40 ,41.54%,$3.25 ,$5.40 ,2
7/29/05,Healthcare Acquisition,HAQ.U,Maxim Group/I-Bankers,$8.00 ,$8.00 ,$8.00 ,0.00%,$0.00 ,$0.00 ,1
2008/2/5,Baby Universe ,BUN,Gunn Allen/Wedbush Morgan,$9.50 ,$9.85 ,$10.70 ,12.63%,$0.35 ,$1.20 ,1
2008/2/5,Unica ,UNCA,Deutsche Bank Securities,$10.00 ,$10.21 ,$11.71 ,17.10%,$0.21 ,$1.71 ,1
2008/2/5,The Republic Group ,RUTX,JP Morgan/Banc of America,$14.00 ,$14.00 ,$14.15 ,1.07%,$0.00 ,$0.15 ,1
2008/2/5,MWI Veterinary Supply ,MWIV,Banc of America,$17.00 ,$20.14 ,$21.25 ,25.00%,$3.14 ,$4.25 ,3
2008/3/5,Eschelon Telecom ,ESCH,Lehman Brothers/Jefferies,$14.00 ,$13.78 ,$13.15 ,-6.07%,($0.22),($0.85),1
2008/3/5,WorldSpace ,WRSP,UBS Investment Bank,$21.00 ,$24.10 ,$22.36 ,6.48%,$3.10 ,$1.36 ,3
2008/3/5,Advanced Analogic Technologies ,AATI,Morgan Stanley/Merrill Lynch,$10.00 ,$12.25 ,$11.87 ,18.70%,$2.25 ,$1.87 ,2
2008/4/5,Chardan North China Acquisition ,CNCAU,EarlyBridCapital,$6.00 ,$5.95 ,$6.15 ,2.50%,($0.05),$0.15 ,1
2008/4/5,Chardan Southj China Acquisition,CSCAU,EarlyBridCapital,$6.00 ,$5.98 ,$6.15 ,2.50%,($0.02),$0.15 ,1
2008/4/5,Advanced Life Sciences ,ADLS,"C.E. Unterberg, Towbin/ThinkEquity Partners",$5.00 ,$5.03 ,$6.00 ,20.00%,$0.03 ,$1.00 ,1
2008/4/5,AtriCure ,ATRC,UBS Investment Bank/Piper Jaffray,$12.00 ,$12.10 ,$14.08 ,17.33%,$0.10 ,$2.08 ,2
2008/4/5,Hoku Scientific ,HOKU,Piper Jaffray,$6.00 ,$6.01 ,$5.36 ,-10.67%,$0.01 ,($0.64),1
2008/4/5,Baidu.com ,BIDU,Goldman Sachs/Creidt Suisse First Boston,$27.00 ,$66.00 ,$122.54 ,353.85%,$39.00 ,$95.54 ,4
2008/4/5,Dresser-Rand Group ,DRC,Morgan Stanley/Citigroup,$21.00 ,$22.01 ,$22.80 ,8.57%,$1.01 ,$1.80 ,2
2008/8/5,K&F Holdings Industries ,KFI,Goldman Sachs/Lehman Brothers,$17.50 ,$18.45 ,$17.40 ,-0.57%,$0.95 ,($0.10),3
2008/8/5,James River Group ,JRVR,Keefe Bruyette & Woods,$18.00 ,$18.15 ,$20.00 ,11.11%,$0.15 ,$2.00 ,2
2008/8/5,Ruth's Chris Steak House ,RUTH,Banc of America/Wachovia,$18.00 ,$19.80 ,$20.70 ,15.00%,$1.80 ,$2.70 ,3
2008/8/5,Seaspan ,SSW,Citigroup/Merrill Lynch,$21.00 ,$21.10 ,$21.30 ,1.43%,$0.10 ,$0.30 ,1
2008/9/5,First Security Group ,FSGI,Keefe Bruyette & Woods,$10.00 ,$10.50 ,$10.17 ,1.70%,$0.50 ,$0.17 ,3
2008/9/5,China Medical Technologies ,CMED,UBS Investment Bank,$15.00 ,$15.45 ,$16.20 ,8.00%,$0.45 ,$1.20 ,2
2008/9/5,Coley Pharmaceutical Group ,COLY,Merrill Lynch/JP Morgan,$16.00 ,$18.55 ,$18.88 ,18.00%,$2.55 ,$2.88 ,3
2008/9/5,RBC Bearings ,ROLL,Merrill Lynch,$14.50 ,$14.80 ,$15.27 ,5.31%,$0.30 ,$0.77 ,1
2008/9/5,Reddy Ice Holdings ,FRZ,Bear Stearns/Lehman Brothers/Credit Suisse First Boston,$18.50 ,$19.60 ,$19.31 ,4.38%,$1.10 ,$0.81 ,3
2008/10/5,CF Industries Holdings ,CF,Morgan Stanley/JP Morgan,$16.00 ,$16.25 ,$16.20 ,1.25%,$0.25 ,$0.20 ,2
2008/10/5,Heartland Payment Systems ,HPY,Citigroup,$18.00 ,$22.50 ,$24.51 ,36.17%,$4.50 ,$6.51 ,2
2008/10/5,Refco ,RFX,Credit Suisse First Boston/Goldman Sachs/Banc of America,$22.00 ,$26.25 ,$27.48 ,24.91%,$4.25 ,$5.48 ,3
8/15/05,Bronce Driling,BRNC,Johnson Rice/Jefferies,$17.00 ,$19.00 ,$18.47 ,8.65%,$2.00 ,$1.47 ,2
8/15/05,Kona Grill,KONA,Oppenheimer/Feltl,$11.00 ,$13.00 ,$12.50 ,13.64%,$2.00 ,$1.50 ,2
8/16/05,Rockwood Holdings ,ROC,Goldman Sachs/Credit Suisse First Boston,$20.00 ,$19.72 ,$20.00 ,0.00%,($0.28),$0.00 ,1
8/17/05,Williams Partners ,WPZ,Lehman Brothers,$21.50 ,$24.90 ,$25.50 ,18.60%,$3.40 ,$4.00 ,3
8/18/05,Stone Acarde Acquisition ,SCDEU,Morgan Joseph,$6.00 ,$6.04 ,$6.15 ,2.50%,$0.04 ,$0.15 ,1
8/18/05,Ithaka Acquisition ,ITHKU,EarlyBirdCaptial/ThinkEquity,$6.00 ,$5.95 ,$5.85 ,-2.50%,($0.05),($0.15),1
8/23/05,Enterprise GP Holdings LP ,EPE,Citigroup/Lehman Brothers,$28.00 ,$33.05 ,$32.55 ,16.25%,$5.05 ,$4.55 ,3
8/23/05,Ready Mix ,RMX,"Ladenburg, Thalmann/Wunderlich Securities",$11.00 ,$12.00 ,$12.10 ,10.00%,$1.00 ,$1.10 ,1
8/26/05,Ad.Venture Partners ,AVPAU,Wedbush Morgan,$6.00 ,$6.01 ,$5.90 ,-1.67%,$0.01 ,($0.10),1
2009/9/5,Coconut Palm Acquisition ,CNUTU,Morgan Joseph/EarlyBirdCapital,$6.00 ,$6.20 ,$6.20 ,3.33%,$0.20 ,$0.20 ,1
9/19/05,Williams Scotsman International ,WLSC,Citigroup/Lehman Brothers/CIBC World Markets,$16.00 ,$15.86 ,$15.93 ,-0.44%,($0.14),($0.07),2
9/20/05,Nexity Financial ,NXTY,Raymond James,$16.00 ,$16.31 ,$16.25 ,1.56%,$0.31 ,$0.25 ,1
9/21/05,Ikanos Communications ,IKAN,Citigroup/Lehman Brothers,$12.00 ,$13.30 ,$13.00 ,8.33%,$1.30 ,$1.00 ,2
9/22/05,North Pointe Holdings ,NPTE,SunTrust Robinson Humphrey,$12.00 ,$12.26 ,$12.03 ,0.25%,$0.26 ,$0.03 ,2
9/22/05,Global Cash Access Holdings ,GCA,Goldman Sachs/JP Morgan,$14.00 ,$15.22 ,$14.96 ,6.86%,$1.22 ,$0.96 ,3
9/26/05,Horizon Lines ,HRZ,Goldman Sachs/UBS Investment Bank,$10.00 ,$10.50 ,$10.75 ,7.50%,$0.50 ,$0.75 ,1
9/26/05,Sunesis Pharmaceuticals ,SNSS,Lehman Brothers/SG Cowen,$7.00 ,$7.09 ,$6.50 ,-7.14%,$0.09 ,($0.50),1
9/27/05,TRX ,TRXI,Credit Suisse First Boston,$9.00 ,$9.00 ,$9.06 ,0.67%,$0.00 ,$0.06 ,1
9/28/05,Genomic Health ,GHDX,JP Morgan/Lehman Brothers,$12.00 ,$12.00 ,$11.75 ,-2.08%,$0.00 ,($0.25),2
9/28/05,Taleo ,TLEO,Citigroup,$14.00 ,$14.01 ,$13.60 ,-2.86%,$0.01 ,($0.40),2
9/28/05,Avalon Pharmaceuticals ,AVRX,W.R. Hambrecht + Co.,$10.50 ,$10.51 ,$9.49 ,-9.62%,$0.01 ,($1.01),1
9/28/05,Caribou Coffee ,CBOU,Merril Lynch/Thomas Weisel Partners,$14.00 ,$15.50 ,$13.00 ,-7.14%,$1.50 ,($1.00),2
9/28/05,Global Partners ,GLP,Lehman Brothers/KeyBanc Capital Markets,$22.00 ,$25.00 ,$23.70 ,7.73%,$3.00 ,$1.70 ,3
9/28/05,WebMD Health ,WBMD,Morgan Stanley/Citigroup/Goldman Sachs,$17.50 ,$19.80 ,$24.40 ,39.43%,$2.30 ,$6.90 ,2
9/29/05,State National Bancshares ,SNBI,Keefe Bruyette & Woods/Sandler O'Neill,$26.00 ,$27.60 ,$26.00 ,0.00%,$1.60 ,$0.00 ,3
9/29/05,VistaPrint Limited ,VPRT,Goldman Sachs/Bear Stearns,$12.00 ,$12.27 ,$15.25 ,27.08%,$0.27 ,$3.25 ,2
2010/5/5,StealthGas ,GASS,Cantor Fitzgerald,$14.50 ,$14.59 ,$13.80 ,-4.83%,$0.09 ,($0.70),2
2010/6/5,American Commercial Lines ,ACLI,Merrill Lynch/UBS Investment Bank,$21.00 ,$26.50 ,$28.30 ,34.76%,$5.50 ,$7.30 ,1
2010/11/5,TAL International ,TAL,Credit Suisse First Boston/Deutsche Bank/Jefferies,$18.00 ,$18.00 ,$18.00 ,0.00%,$0.00 ,$0.00 ,2
2010/12/5,Double Hull Tankers ,DHT,Merrill Lynch/UBS Investment Bank,$12.00 ,$12.00 ,$12.05 ,0.42%,$0.00 ,$0.05 ,1
10/13/05,PokerTek ,PTEK,Feltl,$11.00 ,$11.30 ,$10.25 ,-6.82%,$0.30 ,($0.75),2
10/18/05,CBOT Holdings ,BOT,Credit Suisse First Boston/JP Morgan,$54.00 ,$80.75 ,$80.30 ,48.70%,$26.75 ,$26.30 ,4
10/19/05,Federal Services Acquisition ,FDSUA,CRT Capital Group,$6.00 ,$6.10 ,$6.01 ,0.17%,$0.10 ,$0.01 ,1
10/21/05,Paramount Acquisition ,PMQCU,EarlyBirdCapital,$6.00 ,$6.05 ,$6.19 ,3.17%,$0.05 ,$0.19 ,1
10/21/05,NCI ,NCIT,Legg Mason Wood Walker/Raymond James,$10.50 ,$11.25 ,$12.17 ,15.90%,$0.75 ,$1.67 ,2
10/24/05,Key Hospitality Acquisition ,KHPAU,Maxim Group,$8.00 ,$8.00 ,$8.00 ,0.00%,$0.00 ,$0.00 ,1
10/24/05,Platinum Energy Resources ,PGRIU,Casimir Capital/Cantor Fitzgerald,$8.00 ,$7.75 ,$7.50 ,-6.25%,($0.25),($0.50),1
10/26/05,Cogdell Spencer ,CSA,Banc of America/Citigroup,$17.00 ,$17.00 ,$17.00 ,0.00%,$0.00 ,$0.00 ,1
10/26/05,Hercules Offshore ,HERO,Credit Suisse First Boston,$20.00 ,$23.50 ,$21.90 ,9.50%,$3.50 ,$1.90 ,3
10/26/05,MathStar ,MATH,Feltl,$6.00 ,$6.50 ,$5.90 ,-1.67%,$0.50 ,($0.10),1
10/26/05,NxStage Medical ,NXTM,Merrill Lynch,$10.00 ,$10.20 ,$11.76 ,17.60%,$0.20 ,$1.76 ,1
10/28/05,Electro-Optical Sciences ,MELA,ThinkEquity Partners/Stanford Group,$5.00 ,$6.50 ,$7.71 ,54.20%,$1.50 ,$2.71 ,1
10/28/05,Accentia Biopharmaceuticals ,ABPI,Jefferies,$8.00 ,$8.00 ,$7.25 ,-9.38%,$0.00 ,($0.75),1
2011/1/5,Cbeyond Communications ,CBEY,Deutsche Bank,$12.00 ,$12.00 ,$12.00 ,0.00%,$0.00 ,$0.00 ,1
2011/1/5,Newkirk Realty Trust ,NKT,Bear Stearns/Credit Suisse First Boston,$16.00 ,$15.45 ,$15.05 ,-5.94%,($0.55),($0.95),1
2011/1/5,Website Pros ,WSPI,Friedman Billings Ramsey,$10.00 ,$10.02 ,$10.01 ,0.10%,$0.02 ,$0.01 ,1
2011/8/5,Boardwalk Pipeline Partners L.P.,BWP,Citigroup/Lehamn Brothers,$19.50 ,$19.50 ,$18.95 ,-2.82%,$0.00 ,($0.55),3
2011/8/5,CombinatoRx ,CRXX,SG Cowen/Pacific Growth Equities,$7.00 ,$7.09 ,$7.85 ,12.14%,$0.09 ,$0.85 ,1
2011/8/5,iRobot ,IRBT,Morgan Stanley/JP Morgan,$24.00 ,$29.51 ,$26.70 ,11.25%,$5.51 ,$2.70 ,2
2011/8/5,Saifun Semiconductors Ltd. ,SFUN,Lehman Brothers/Deutsche Bank,$23.50 ,$31.18 ,$35.30 ,50.21%,$7.68 ,$11.80 ,3
2011/10/5,Cold Spring Capital ,CDS-U,Deutsche Bank,$6.00 ,$5.80 ,$5.90 ,-1.67%,($0.20),($0.10),1
2011/10/5,Clear Channel Outdoor Holdings ,CCO,Goldman Sachs/Deutsche Bank/JP Morgan/Merrill Lynch/UBS Investment Bank,$18.00 ,$17.75 ,$18.55 ,3.06%,($0.25),$0.55 ,1
2011/10/5,IHS ,IHS ,Goldman Sachs/Citigroup,$16.00 ,$17.00 ,$17.10 ,6.88%,$1.00 ,$1.10 ,2
11/14/05,Vimicro International ,VIMC,Morgan Stanley,$10.00 ,$10.01 ,$8.36 ,-16.40%,$0.01 ,($1.64),1
11/15/05,IntercontinentalExchange ,ICE,Morgan Stanley/Goldman Sachs,$26.00 ,$39.00 ,$39.25 ,50.96%,$13.00 ,$13.25 ,3
11/16/05,SunPower ,SPWR,Credit Suisse First Boston/Lehman Brothers,$18.00 ,$28.00 ,$25.45 ,41.39%,$10.00 ,$7.45 ,3
11/17/05,AMERISAFE ,AMSF,Friedman Billings Ramsey/William Blair,$9.00 ,$9.02 ,$9.00 ,0.00%,$0.02 ,$0.00 ,1
11/17/05,Dover Saddlery ,DOVR,W.R. Hambrecht+Co.,$10.00 ,$10.06 ,$10.25 ,2.50%,$0.06 ,$0.25 ,1
11/17/05,Under Armour ,UARM,Goldman Sachs,$13.00 ,$31.00 ,$25.30 ,94.62%,$18.00 ,$12.30 ,3
11/21/05,Tronox ,TRX,Lehman Brothers/JPMorgan,$14.00 ,$13.60 ,$14.30 ,2.14%,($0.40),$0.30 ,1
11/21/05,Union Drilling ,UDRL,JPMorgan/Jefferies,$14.00 ,$13.61 ,$14.41 ,2.93%,($0.39),$0.41 ,1
11/21/05,Brookdale Senior Living ,BKD,Goldman Sachs/Lehman Brothers,$18.00 ,$23.10 ,$25.43 ,41.28%,$5.10 ,$7.43 ,2
11/29/05,Actions Semiconductor ,ACTS,Credit Suisse First Boston,$8.00 ,$7.90 ,$8.00 ,0.00%,($0.10),$0.00 ,1
2012/1/5,DCP Midstream Partners ,DPM,Lehman Brothers/Citigroup,$21.50 ,$22.90 ,$23.05 ,7.21%,$1.40 ,$1.55 ,3
2012/6/5,Vocus ,VOCS,Thomas Weisel Partners/RBC Capital Markets,$9.00 ,$9.27 ,$10.00 ,11.11%,$0.27 ,$1.00 ,2
2012/9/5,WiderThan ,WTHN,JPMorgan/Merrill Lynch,$12.00 ,$14.50 ,$12.00 ,0.00%,$2.50 ,$0.00 ,1
2012/9/5,Basic Energy Services ,BAS,Goldman Sachs/Credit Suisse First Boston,$20.00 ,$22.00 ,$21.50 ,7.50%,$2.00 ,$1.50 ,3
2012/9/5,Cynosure ,CYNO,Citigroup,$15.00 ,$16.99 ,$18.93 ,26.20%,$1.99 ,$3.93 ,2
2012/12/5,Scopus Video Networks ,SCOP,Thomas Weisel Partners/CIBC Worldmarkets,$7.00 ,$7.02 ,$7.24 ,3.43%,$0.02 ,$0.24 ,1
2012/12/5,CapitalSouth Bancorp ,CAPB,Sterne Agee & Leach,$18.50 ,$19.00 ,$18.50 ,0.00%,$0.50 ,$0.00 ,2
2012/12/5,DealerTrack Holdings ,TRAK,Lehman Brothers/JP Morgan,$17.00 ,$19.75 ,$19.25 ,13.24%,$2.75 ,$2.25 ,3
12/13/05,Suntech Power Holdings ,STP,Credit Suisse First Boston/Morgan Stanley,$15.00 ,$20.35 ,$21.20 ,41.33%,$5.35 ,$6.20 ,2
12/14/05,Republic Property Trust,RPB,Lehman Brothers/Bear Stearns,$12.00 ,$12.00 ,$12.00 ,0.00%,$0.00 ,$0.00 ,1
12/14/05,Somaxon Pharmaceuticals ,SOMX,Morgan Stanley/JP Morgan,$11.00 ,$11.00 ,$10.71 ,-2.64%,$0.00 ,($0.29),1
12/14/05,Carolina National Bank ,CNCP,Scott & Stringfellow,$16.00 ,$16.85 ,$17.00 ,6.25%,$0.85 ,$1.00 ,2
12/14/05,Copa Holdings S.A. ,CPA,Morgan Stanley/Goldman Sachs,$20.00 ,$22.53 ,$24.25 ,21.25%,$2.53 ,$4.25 ,3
12/15/05,Endeavor Acquisition,EDA-U,Ladenburg Thalmann/Broadband Capital Markets,$8.00 ,$8.01 ,$8.00 ,0.00%,$0.01 ,$0.00 ,1
12/15/05,Directed Electronics ,DEIX,Goldman Sachs/JP Morgan,$16.00 ,$17.00 ,$14.00 ,-12.50%,$1.00 ,($2.00),3
12/15/05,Emergency Medical Services ,EMS,Banc of America/JP Morgan,$14.00 ,$14.00 ,$13.10 ,-6.43%,$0.00 ,($0.90),1
12/15/05,Spansion ,SPSN,Citigroup/Credit Suisse First Boston,$12.00 ,$12.00 ,$13.55 ,12.92%,$0.00 ,$1.55 ,1
12/16/05,Star Maritime Acquisition ,SEA-U,Maxim Group/EarlyBirdCapital,$10.00 ,$9.90 ,$9.92 ,-0.80%,($0.10),($0.08),1
12/16/05,Boulder Specialty Brands ,BDSBU,Citigroup/Roth Capital Partners,$8.00 ,$9.00 ,$9.00 ,12.50%,$1.00 ,$1.00 ,1
12/20/05,CRM Holdings ,CRMH,Sandler O'Neill/KeyBanc Capital Markets,$13.00 ,$13.11 ,$13.00 ,0.00%,$0.11 ,$0.00 ,2
12/20/05,Pixelplus Ltd. ,PXPL,Jefferies Broadview/WR Hambracht+Co.,$8.00 ,$8.03 ,$8.01 ,0.12%,$0.03 ,$0.01 ,1
12/21/05,NUCRYST Pharmaceuticals ,NCST,Jefferies,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1
2001/8/4,K-Sea Transportation Partners ,KSP,Lehman Brothers/UBS Investment Bank,$23.50 ,$26.50 ,$27.09 ,15.28%,$3.00 ,$3.59 ,2
2001/12/4,Crosstex Energy ,XTXI,AG Edwrads,$19.50 ,$23.25 ,$25.40 ,30.26%,$3.75 ,$5.90 ,2
1/22/04,Portec Rail Products ,PRPX,Ferris Baker Watts,$10.00 ,$10.30 ,$9.96 ,-0.40%,$0.30 ,($0.04),1
1/26/04,Government Properties Trust ,GPP,Friedman Billings Ramsey,$10.00 ,$13.90 ,$13.02 ,30.20%,$3.90 ,$3.02 ,2
1/29/04,Eyetech Pharmaceuticals ,EYET,Merrill Lynch/Morgan Stanley,$21.00 ,$29.50 ,$32.40 ,54.29%,$8.50 ,$11.40 ,3
2002/2/4,TRW Automotive ,TRW,Goldman Sachs/CS First Boston/JP Morgan,$28.00 ,$27.35 ,$27.10 ,-3.21%,($0.65),($0.90),3
2002/2/4,GTx ,GTXI,Goldman Sachs,$14.50 ,$15.27 ,$12.90 ,-11.03%,$0.77 ,($1.60),2
2002/2/4,The Bancorp Bank ,TBBK,Friedman Billings Ramsey,$12.50 ,$15.15 ,$16.00 ,28.00%,$2.65 ,$3.50 ,2
2002/4/4,Asset Acceptance Capital ,AACC,Bear Stearns,$15.00 ,$16.66 ,$16.68 ,11.20%,$1.66 ,$1.68 ,3
2002/4/4,Assurant ,AIZ,Morgan Stanley,$22.00 ,$23.75 ,$24.70 ,12.27%,$1.75 ,$2.70 ,3
2002/4/4,Renovis ,RNVS,Goldman Sachs,$12.00 ,$12.50 ,$14.50 ,20.83%,$0.50 ,$2.50 ,2
2002/4/4,TODCO ,THE,Morgan Stanley,$12.00 ,$13.55 ,$13.70 ,14.17%,$1.55 ,$1.70 ,2
2002/5/4,Bakers Footwear Group ,BKRS,Ryan Beck/BB&T Capital,$7.75 ,$8.70 ,$8.29 ,6.97%,$0.95 ,$0.54 ,2
2002/5/4,Staktex Holdings ,STAK,Morgan Stanley/Merrill Lynch,$13.00 ,$14.48 ,$14.88 ,14.46%,$1.48 ,$1.88 ,3
2002/5/4,Symbion ,SMBI,Credit Suisse First Boston,$15.00 ,$18.00 ,$18.63 ,24.20%,$3.00 ,$3.63 ,3
2002/6/4,AlphaSmart ,ALSM,Jefferies,$6.00 ,$6.99 ,$6.19 ,3.17%,$0.99 ,$0.19 ,1
2002/11/4,Affordable Residential Communities ,ARC,Citigroup/Merrill Lynch,$19.00 ,$19.10 ,$19.00 ,0.00%,$0.10 ,$0.00 ,2
